query_id,doc_type,query_time,precision_score,recall_score,f1
751db158,shipping_order,0.3773214817047119,1,1,1
50e248b5,warehouse_policy,0.31908154487609863,1,1,1
ad08080d,customer_requirement,0.3265707492828369,2,1,1.3333333333333333
ad08080d,shipping_order,0.3265707492828369,2,1,1.3333333333333333
e0e62fb7,shipping_order,1.177962303161621,2,1,1.3333333333333333
e0e62fb7,warehouse_policy,1.177962303161621,2,1,1.3333333333333333
e0e62fb7,customer_requirement,1.177962303161621,2,1,1.3333333333333333
0fd9f534,shipping_order,1.8663806915283203,2,1,1.3333333333333333
0fd9f534,warehouse_policy,1.8663806915283203,2,1,1.3333333333333333
0fd9f534,customer_requirement,1.8663806915283203,2,1,1.3333333333333333
d47d4227,shipping_order,1.853574275970459,2,1,1.3333333333333333
d47d4227,warehouse_policy,1.853574275970459,2,1,1.3333333333333333
d47d4227,customer_requirement,1.853574275970459,2,1,1.3333333333333333
cb42ac9d,shipping_order,1.9201018810272217,2,1,1.3333333333333333
cb42ac9d,warehouse_policy,1.9201018810272217,2,1,1.3333333333333333
cb42ac9d,customer_requirement,1.9201018810272217,2,1,1.3333333333333333
112efec8,shipping_order,2.1024279594421387,2,1,1.3333333333333333
112efec8,warehouse_policy,2.1024279594421387,2,1,1.3333333333333333
112efec8,customer_requirement,2.1024279594421387,2,1,1.3333333333333333
585e0b10,shipping_order,1.1375377178192139,2,1,1.3333333333333333
585e0b10,warehouse_policy,1.1375377178192139,2,1,1.3333333333333333
585e0b10,customer_requirement,1.1375377178192139,2,1,1.3333333333333333
43a3723f,shipping_order,1.8400826454162598,2,1,1.3333333333333333
43a3723f,warehouse_policy,1.8400826454162598,2,1,1.3333333333333333
43a3723f,customer_requirement,1.8400826454162598,2,1,1.3333333333333333
7db1a185,shipping_order,1.1440403461456299,2,1,1.3333333333333333
7db1a185,warehouse_policy,1.1440403461456299,2,1,1.3333333333333333
7db1a185,customer_requirement,1.1440403461456299,2,1,1.3333333333333333
cb3b04bd,shipping_order,1.8639705181121826,2,1,1.3333333333333333
cb3b04bd,warehouse_policy,1.8639705181121826,2,1,1.3333333333333333
cb3b04bd,customer_requirement,1.8639705181121826,2,1,1.3333333333333333
e1fb4c13,shipping_order,1.8655807971954346,2,1,1.3333333333333333
e1fb4c13,warehouse_policy,1.8655807971954346,2,1,1.3333333333333333
e1fb4c13,customer_requirement,1.8655807971954346,2,1,1.3333333333333333
21f4750a,shipping_order,1.869056224822998,2,1,1.3333333333333333
21f4750a,warehouse_policy,1.869056224822998,2,1,1.3333333333333333
21f4750a,customer_requirement,1.869056224822998,2,1,1.3333333333333333
bd4c26bc,shipping_order,1.0826146602630615,2,1,1.3333333333333333
bd4c26bc,warehouse_policy,1.0826146602630615,2,1,1.3333333333333333
bd4c26bc,customer_requirement,1.0826146602630615,2,1,1.3333333333333333
d337da58,shipping_order,1.923943042755127,2,1,1.3333333333333333
d337da58,warehouse_policy,1.923943042755127,2,1,1.3333333333333333
d337da58,customer_requirement,1.923943042755127,2,1,1.3333333333333333
fa211c5c,shipping_order,1.8356060981750488,2,1,1.3333333333333333
fa211c5c,warehouse_policy,1.8356060981750488,2,1,1.3333333333333333
fa211c5c,customer_requirement,1.8356060981750488,2,1,1.3333333333333333
8823de16,shipping_order,1.9043478965759277,2,1,1.3333333333333333
8823de16,warehouse_policy,1.9043478965759277,2,1,1.3333333333333333
8823de16,customer_requirement,1.9043478965759277,2,1,1.3333333333333333
d754e94a,shipping_order,1.0990545749664307,2,1,1.3333333333333333
